GISJOIN,YEAR,FSTATUS,REGIONA,DIVISIONA,STATE,STATEA,SMSAA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,BLCK_GRPA,BLOCKA,EDINDA,ENUMDISTA,SCSAA,URB_AREAA,CDA,AIANHHA,MCDSEQNO,SEA,UATYPE,PLACDESC,CBD,INDSUBR,LONGITUD,LATITUDE,LANDAREA,AREANAME,SUPFLG01,SUPFLG02,SUPFLG03,SUPFLG04,SUPFLG05,SUPFLG06,SUPFLG07,SUPFLG08,SUPFLG09,SUPFLG10,SUPFLG11,SUPFLG12,SUPFLG13,SUPFLG14,SUPFLG15,SUPFLG16,SUPFLG17,SUPFLG18,SUPFLG19,SUPFLG20,SUPFLG21,C7L001,C9C001,C9C002,C9D001,C9D002,C9D003,C9D004,C9D005,C9D006,C9D007,C9D008,C9D009,C9D010,C9D011,C9D012,C9D013,C9D014,C9D015,C9E001,C9E002,C9E003,C9E004,C9E005,C67001,C67002,C67003,C67004,C67005,C67006,C67007,C67008,C67009,C67010,C67011,C67012,C67013,C67014,C67015,C67016,C67017,C67018,C67019,C67020,C67021,C67022,C67023,C67024,C67025,C67026,C68001,C68002,C68003,C68004,C68005,C68006,C68007,C68008,C68009,C68010,C68011,C68012,C68013,C68014,C68015,C68016,C68017,C68018,C68019,C68020,C68021,C68022,C68023,C68024,C68025,C68026,C68027,C68028,C68029,C68030,C68031,C68032,C68033,C68034,C68035,C68036,C68037,C68038,C68039,C68040,C68041,C68042,C68043,C68044,C68045,C68046,C68047,C68048,C68049,C68050,C68051,C68052
"G0100730","1980","A","3","6","Alabama","01","1000","Jefferson","073",,,,,,,,,,,,,"A",,,,,,,,"JEFFERSON COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",671324,314899,356425,444426,223759,520,8,7,227,379,131,226,423,206,110,6,7,889,666849,2523,238,233,1481,10707,19479,18737,9198,9185,30158,40355,10591,11581,11982,11926,11503,11590,11677,12163,39595,61570,51097,71586,69663,35452,13183,17274,49907,24654,6511,5458,9813,9419,4611,4631,15498,20602,5367,5768,6064,6087,5720,5627,5635,5608,18725,29615,24899,33596,31742,16091,5977,7617,20332,8674,1723,5249,9666,9318,4587,4554,14660,19753,5224,5813,5918,5839,5783,5963,6042,6555,20870,31955,26198,37990,37921,19361,7206,9657,29575,15980,4788
"G0100750","1980","A","3","6","Alabama","01",,"Lamar","075",,,,,,,,,,,,,"05",,,,,,,,"LAMAR COUNTY","0","0","0","1","1","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","1",16453,8019,8434,14457,1975,11,0,0,1,0,2,3,1,0,0,1,0,2,16297,96,6,2,52,232,489,507,259,291,853,1078,302,292,290,297,274,269,250,242,737,1102,1109,1872,1698,810,324,470,1520,722,164,114,241,255,135,138,444,560,153,150,157,163,151,123,127,125,362,557,543,928,815,366,157,213,681,293,68,118,248,252,124,153,409,518,149,142,133,134,123,146,123,117,375,545,566,944,883,444,167,257,839,429,96
"G0100770","1980","A","3","6","Alabama","01","2650","Lauderdale","077",,,,,,,,,,,,,"01",,,,,,,,"LAUDERDALE COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",80546,38662,41884,72375,7845,99,1,0,16,41,11,26,46,5,5,0,0,76,80026,287,16,19,198,1137,2205,2095,1147,1094,3733,5298,1478,1588,1591,1633,1647,1814,1715,1696,4348,6168,5856,9471,8379,4012,1589,2077,5555,2497,723,596,1141,1048,566,541,1860,2753,744,770,787,838,836,837,795,846,2159,3058,2842,4609,3980,1859,744,944,2362,934,213,541,1064,1047,581,553,1873,2545,734,818,804,795,811,977,920,850,2189,3110,3014,4862,4399,2153,845,1133,3193,1563,510
"G0100790","1980","A","3","6","Alabama","01",,"Lawrence","079",,,,,,,,,,,,,"01",,,,,,,,"LAWRENCE COUNTY","0","0","0","0","1","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0",30170,14764,15406,25013,5074,40,0,0,5,0,1,1,5,0,1,0,0,30,29980,126,4,1,59,459,945,960,458,505,1782,2392,596,677,661,667,551,509,481,484,1367,2251,2136,3579,2840,1330,482,756,2169,869,264,220,491,471,255,259,900,1224,293,333,339,360,286,261,247,227,650,1110,1057,1806,1369,632,224,362,958,353,77,239,454,489,203,246,882,1168,303,344,322,307,265,248,234,257,717,1141,1079,1773,1471,698,258,394,1211,516,187
"G0100810","1980","A","3","6","Alabama","01",,"Lee","081",,,,,,,,,,,,,"04",,,,,,,,"LEE COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",76283,38230,38053,56869,18652,104,2,0,38,144,25,48,132,11,9,1,1,247,75492,445,49,50,247,1047,1950,1885,927,971,3200,4508,1121,1220,1187,1217,2640,3845,4065,3812,6739,6478,5109,7453,6116,2764,1060,1335,3664,1547,423,541,972,967,461,477,1633,2300,571,645,622,615,1272,1950,2158,2076,3855,3346,2593,3679,2913,1306,495,584,1532,552,115,506,978,918,466,494,1567,2208,550,575,565,602,1368,1895,1907,1736,2884,3132,2516,3774,3203,1458,565,751,2132,995,308
"G0100830","1980","A","3","6","Alabama","01","3440","Limestone","083",,,,,,,,,,,,,"01",,,,,,,,"LIMESTONE COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",46005,22338,23667,39351,6539,36,0,0,7,4,1,7,21,0,2,3,0,34,45722,187,9,14,73,695,1411,1420,662,683,2383,3316,914,924,924,965,870,853,852,758,2359,3533,3345,5468,4710,2178,783,1094,3122,1415,368,356,720,753,338,371,1217,1688,446,460,451,487,444,455,425,378,1162,1766,1603,2696,2256,1050,371,482,1333,526,104,339,691,667,324,312,1166,1628,468,464,473,478,426,398,427,380,1197,1767,1742,2772,2454,1128,412,612,1789,889,264
"G0100850","1980","A","3","6","Alabama","01",,"Lowndes","085",,,,,,,,,,,,,"06",,,,,,,,"LOWNDES COUNTY","0","0","0","1","1","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0",13253,6235,7018,3304,9937,2,0,0,3,1,0,0,1,0,0,0,0,5,13040,159,2,0,52,292,545,514,286,260,883,1092,289,369,377,345,329,268,255,239,597,884,710,1123,1031,519,222,287,940,461,136,138,283,277,148,125,445,547,143,196,210,170,157,141,118,106,271,414,327,510,446,210,113,112,410,175,43,154,262,237,138,135,438,545,146,173,167,175,172,127,137,133,326,470,383,613,585,309,109,175,530,286,93
"G0100870","1980","A","3","6","Alabama","01",,"Macon","087",,,,,,,,,,,,,"05",,,,,,,,"MACON COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",26829,12793,14036,4034,22579,25,0,1,4,6,4,1,48,0,9,0,0,118,26484,216,37,12,80,393,754,779,393,417,1399,1770,485,525,500,486,887,821,866,769,1636,1995,1562,2163,2035,1330,541,688,2192,1061,382,200,359,391,197,212,713,894,231,278,263,214,434,400,410,356,814,936,732,992,890,692,275,344,962,449,155,193,395,388,196,205,686,876,254,247,237,272,453,421,456,413,822,1059,830,1171,1145,638,266,344,1230,612,227
"G0100890","1980","A","3","6","Alabama","01","3440","Madison","089",,,,,,,,,,,,,"F",,,,,,,,"MADISON COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",196966,96400,100566,154782,39069,439,0,4,183,286,77,410,322,149,43,37,1,1164,194880,906,329,105,746,2905,5506,5161,2724,2697,9533,13559,3721,3876,4080,4143,4382,4494,4298,4068,11685,16667,15129,25517,22437,9295,2978,3879,9314,3898,1020,1450,2778,2618,1445,1354,4808,6866,1926,1978,2097,2080,2235,2241,2167,2034,5830,8460,7391,12031,11186,4482,1413,1800,4033,1415,282,1455,2728,2543,1279,1343,4725,6693,1795,1898,1983,2063,2147,2253,2131,2034,5855,8207,7738,13486,11251,4813,1565,2079,5281,2483,738
"G0100910","1980","A","3","6","Alabama","01",,"Marengo","091",,,,,,,,,,,,,"06",,,,,,,,"MARENGO COUNTY","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0",25047,11905,13142,11663,13346,11,0,0,4,4,5,0,2,0,4,0,0,8,24501,482,5,7,52,470,821,849,410,397,1440,1925,528,555,533,585,468,398,383,402,1127,1708,1532,2418,2402,1122,468,652,2071,1069,314,222,419,471,222,208,710,975,270,284,276,317,244,183,202,179,526,827,731,1133,1113,497,186,288,889,436,97,248,402,378,188,189,730,950,258,271,257,268,224,215,181,223,601,881,801,1285,1289,625,282,364,1182,633,217
"G0100930","1980","A","3","6","Alabama","01",,"Marion","093",,,,,,,,,,,,,"05",,,,,,,,"MARION COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",30041,14632,15409,29250,701,35,0,0,6,18,2,0,8,1,0,0,0,20,29867,87,8,9,70,440,842,810,441,466,1547,2056,546,583,523,548,502,519,439,470,1385,2128,2187,3589,3090,1435,589,835,2604,1190,277,222,433,408,213,244,793,1064,277,313,274,277,262,245,233,199,697,1086,1096,1760,1489,691,273,370,1129,481,103,218,409,402,228,222,754,992,269,270,249,271,240,274,206,271,688,1042,1091,1829,1601,744,316,465,1475,709,174
"G0100950","1980","A","3","6","Alabama","01","3440","Marshall","095",,,,,,,,,,,,,"02",,,,,,,,"MARSHALL COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",65622,31788,33834,64444,1016,62,0,0,8,12,7,10,23,4,0,0,2,34,65263,236,16,9,98,954,1747,1693,993,1035,3211,4365,1145,1226,1265,1259,1165,1176,1081,1039,3171,4914,4719,7841,7174,3350,1369,1821,5022,2311,576,485,887,852,501,529,1664,2288,598,640,666,617,596,603,533,527,1607,2437,2272,3824,3409,1549,608,852,2154,890,200,469,860,841,492,506,1547,2077,547,586,599,642,569,573,548,512,1564,2477,2447,4017,3765,1801,761,969,2868,1421,376
"G0100970","1980","A","3","6","Alabama","01","5160","Mobile","097",,,,,,,,,,,,,"D",,,,,,,,"MOBILE COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",364980,175266,189714,246693,114787,1148,6,5,144,148,208,102,159,412,63,5,9,1091,361150,1497,254,232,1847,6432,12392,12307,5938,5891,18666,24656,6643,7160,7379,7232,6856,7125,6987,7090,21469,31829,27413,39502,34437,17656,6263,8487,22928,9833,2409,3249,6290,6409,3020,3050,9554,12502,3383,3649,3736,3648,3368,3367,3326,3382,10307,15783,13394,19019,16159,8170,2829,3857,9652,3545,618,3183,6102,5898,2918,2841,9112,12154,3260,3511,3643,3584,3488,3758,3661,3708,11162,16046,14019,20483,18278,9486,3434,4630,13276,6288,1791
"G0100990","1980","A","3","6","Alabama","01",,"Monroe","099",,,,,,,,,,,,,"09",,,,,,,,"MONROE COUNTY","0","0","0","0","1","0","1","0","0","0","0","0","0","1","1","0","0","0","0","1","0",22651,10865,11786,12749,9742,119,0,0,0,0,0,3,26,0,2,0,0,10,22474,153,5,7,12,426,756,826,398,427,1360,1719,474,511,484,465,461,370,350,354,956,1637,1422,2299,2063,943,448,552,1766,887,297,211,368,421,226,199,698,871,254,265,244,227,232,181,178,174,475,784,707,1109,985,434,204,232,742,355,89,215,388,405,172,228,662,848,220,246,240,238,229,189,172,180,481,853,715,1190,1078,509,244,320,1024,532,208
"G0101010","1980","A","3","6","Alabama","01","5240","Montgomery","101",,,,,,,,,,,,,"C",,,,,,,,"MONTGOMERY COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",197038,92536,104502,117895,77614,205,0,1,136,90,120,142,134,73,25,7,0,596,195214,965,157,97,605,3431,6086,6038,3093,3140,10495,12864,3299,3748,3777,3737,3771,3948,4077,3928,11522,17145,14947,22014,18911,9313,3491,4415,12356,5706,1786,1717,3092,3025,1538,1560,5388,6556,1636,1859,1975,1915,1839,1843,1858,1844,5490,8046,7226,10536,8775,4117,1635,1949,4882,1820,415,1714,2994,3013,1555,1580,5107,6308,1663,1889,1802,1822,1932,2105,2219,2084,6032,9099,7721,11478,10136,5196,1856,2466,7474,3886,1371
"G0101030","1980","A","3","6","Alabama","01",,"Morgan","103",,,,,,,,,,,,,"01",,,,,,,,"MORGAN COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",90231,43836,46395,81131,8816,98,2,1,14,19,6,13,41,2,7,1,0,80,89660,309,29,33,200,1400,2673,2716,1330,1324,4489,6353,1751,1813,1820,1837,1577,1538,1505,1407,4452,7286,6999,11208,9501,4323,1699,2206,5877,2504,643,713,1377,1357,682,674,2321,3275,878,890,917,920,824,789,767,653,2246,3594,3389,5483,4590,2045,782,1043,2521,935,171,687,1296,1359,648,650,2168,3078,873,923,903,917,753,749,738,754,2206,3692,3610,5725,4911,2278,917,1163,3356,1569,472
"G0101050","1980","A","3","6","Alabama","01",,"Perry","105",,,,,,,,,,,,,"06",,,,,,,,"PERRY COUNTY","0","0","0","1","1","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0",15012,7026,7986,5971,9019,7,0,0,3,1,1,2,1,0,3,0,0,4,14841,121,4,13,33,292,536,522,259,290,877,1040,309,317,351,338,383,452,333,235,620,946,772,1284,1299,608,276,388,1377,700,208,140,278,259,137,154,436,530,158,171,182,154,188,237,155,102,280,434,392,591,576,258,111,166,586,289,62,152,258,263,122,136,441,510,151,146,169,184,195,215,178,133,340,512,380,693,723,350,165,222,791,411,146
"G0101070","1980","A","3","6","Alabama","01",,"Pickens","107",,,,,,,,,,,,,"05",,,,,,,,"PICKENS COUNTY","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0",21481,10218,11263,12451,8978,12,0,0,7,1,3,0,8,0,3,0,0,18,21303,132,0,5,41,409,704,696,347,338,1115,1521,452,444,471,469,398,349,367,332,959,1414,1332,2161,2095,1020,424,581,1854,936,293,210,351,349,169,172,549,755,228,216,226,244,200,165,210,157,475,712,643,997,980,480,172,288,813,363,94,199,353,347,178,166,566,766,224,228,245,225,198,184,157,175,484,702,689,1164,1115,540,252,293,1041,573,199
"G0101090","1980","A","3","6","Alabama","01",,"Pike","109",,,,,,,,,,,,,"09",,,,,,,,"PIKE COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",28050,13134,14916,18109,9825,53,0,3,4,11,7,4,1,0,9,2,0,22,27787,176,18,13,56,425,713,730,390,407,1346,1809,450,468,549,534,800,987,1000,883,1626,1863,1651,2621,2303,1330,531,712,2417,1158,347,199,336,389,194,215,692,881,226,225,267,270,376,476,466,431,844,910,777,1237,1064,586,215,302,1038,418,100,226,377,341,196,192,654,928,224,243,282,264,424,511,534,452,782,953,874,1384,1239,744,316,410,1379,740,247
"G0101110","1980","A","3","6","Alabama","01",,"Randolph","111",,,,,,,,,,,,,"04",,,,,,,,"RANDOLPH COUNTY","0","0","0","1","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0",20075,9573,10502,15173,4869,10,0,0,3,0,2,1,6,0,0,0,0,11,19938,104,1,5,27,314,612,584,302,341,1003,1372,374,356,374,368,340,364,303,289,932,1395,1254,2023,2057,1022,447,620,1857,935,237,170,318,309,173,176,526,693,183,184,180,177,165,180,175,145,463,655,609,984,986,452,190,273,805,315,87,144,294,275,129,165,477,679,191,172,194,191,175,184,128,144,469,740,645,1039,1071,570,257,347,1052,620,150
"G0101130","1980","A","3","6","Alabama","01","1800","Russell","113",,,,,,,,,,,,,"B",,,,,,,,"RUSSELL COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",47356,22563,24793,28544,18656,47,1,0,19,2,17,12,4,7,7,4,0,36,46901,263,32,34,126,770,1432,1428,752,758,2481,3187,912,960,977,1007,893,850,885,819,2482,3736,3280,5064,5067,2429,883,1290,3411,1264,339,401,722,724,389,386,1261,1659,458,492,491,529,450,419,429,404,1180,1795,1589,2365,2371,1111,390,566,1431,442,109,369,710,704,363,372,1220,1528,454,468,486,478,443,431,456,415,1302,1941,1691,2699,2696,1318,493,724,1980,822,230
"G0101150","1980","A","3","6","Alabama","01","1000","St Clair","115",,,,,,,,,,,,,"03",,,,,,,,"ST. CLAIR COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",41205,20259,20946,36935,4128,51,1,0,8,8,6,3,6,1,1,9,1,47,40922,193,17,3,70,679,1303,1344,686,650,2201,2946,718,839,764,810,690,642,654,638,1982,3284,3255,4957,4232,1953,755,1047,2691,1181,304,365,644,703,367,354,1124,1539,366,416,372,418,352,320,318,320,930,1621,1637,2497,2061,927,350,474,1211,471,102,314,659,641,319,296,1077,1407,352,423,392,392,338,322,336,318,1052,1663,1618,2460,2171,1026,405,573,1480,710,202
"G0101170","1980","A","3","6","Alabama","01","1000","Shelby","117",,,,,,,,,,,,,"03",,,,,,,,"SHELBY COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",66298,32577,33721,58982,6947,106,1,0,23,52,14,14,58,16,4,1,0,80,65875,237,34,30,122,1253,2212,2224,1149,1045,3492,4566,1143,1217,1193,1172,1327,1335,1304,1291,3399,6055,6299,8495,6099,2666,883,1190,3441,1491,357,646,1085,1152,592,535,1762,2358,590,656,635,616,601,606,595,560,1646,2902,3148,4300,3082,1306,423,548,1532,582,119,607,1127,1072,557,510,1730,2208,553,561,558,556,726,729,709,731,1753,3153,3151,4195,3017,1360,460,642,1909,909,238
"G0101190","1980","A","3","6","Alabama","01",,"Sumter","119",,,,,,,,,,,,,"06",,,,,,,,"SUMTER COUNTY","0","0","0","1","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0",16908,8013,8895,5150,11711,5,0,0,2,4,1,0,5,4,4,0,2,20,16696,147,1,28,36,327,613,640,301,300,992,1229,304,345,355,408,386,400,430,375,957,1182,840,1326,1318,734,298,411,1479,745,213,156,312,330,153,162,519,613,152,164,198,199,189,195,222,170,473,587,409,605,565,311,117,185,628,325,74,171,301,310,148,138,473,616,152,181,157,209,197,205,208,205,484,595,431,721,753,423,181,226,851,420,139
"G0101210","1980","A","3","6","Alabama","01",,"Talladega","121",,,,,,,,,,,,,"03",,,,,,,,"TALLADEGA COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",73826,35411,38415,50922,22745,40,0,1,13,15,7,11,22,1,2,5,1,41,73230,424,23,26,123,1228,2404,2262,1260,1286,4132,5571,1474,1581,1459,1473,1444,1366,1341,1247,3748,5394,5041,7660,7435,3603,1412,1879,5445,2219,462,626,1223,1120,663,679,2121,2823,765,806,748,759,724,654,624,591,1792,2639,2446,3717,3492,1630,636,818,2370,816,129,602,1181,1142,597,607,2011,2748,709,775,711,714,720,712,717,656,1956,2755,2595,3943,3943,1973,776,1061,3075,1403,333
"G0101230","1980","A","3","6","Alabama","01",,"Tallapoosa","123",,,,,,,,,,,,,"04",,,,,,,,"TALLAPOOSA COUNTY","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0",38676,18533,20143,28096,10451,13,0,0,2,1,3,1,19,0,5,0,0,85,38441,129,5,15,86,595,1068,1071,614,598,2044,2712,705,752,747,739,645,605,577,532,1699,2832,2601,4068,3966,2123,872,1156,3369,1553,433,327,560,542,279,303,1040,1379,374,384,359,396,339,292,293,274,883,1398,1252,2003,1825,943,390,504,1480,579,135,268,508,529,335,295,1004,1333,331,368,388,343,306,313,284,258,816,1434,1349,2065,2141,1180,482,652,1889,974,298
"G0101250","1980","A","3","6","Alabama","01","8600","Tuscaloosa","125",,,,,,,,,,,,,"E",,,,,,,,"TUSCALOOSA COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",137541,66737,70804,99335,37405,101,3,3,44,106,53,69,83,40,12,0,3,284,136324,705,75,67,370,2077,3950,3760,2014,1909,6545,8160,2050,2259,2219,2352,3625,4719,4573,4330,9356,12179,9752,13880,13299,6057,2274,2879,8450,3806,1067,1043,2019,1888,1027,973,3337,4166,1066,1142,1159,1173,1711,2246,2237,2074,4871,6012,4890,6748,6231,2981,1070,1306,3580,1449,338,1034,1931,1872,987,936,3208,3994,984,1117,1060,1179,1914,2473,2336,2256,4485,6167,4862,7132,7068,3076,1204,1573,4870,2357,729
"G0101270","1980","A","3","6","Alabama","01","1000","Walker","127",,,,,,,,,,,,,"03",,,,,,,,"WALKER COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",68660,33283,35377,63547,4839,98,0,1,8,4,3,16,24,44,11,0,1,64,68310,171,4,22,153,1109,2055,2081,1054,1092,3494,4620,1229,1283,1273,1204,1245,1201,1115,1081,3294,5212,4999,7915,6906,3562,1330,1660,5414,2553,679,535,1038,1009,536,572,1819,2441,643,671,638,621,624,593,530,540,1635,2612,2477,3905,3377,1636,603,717,2276,1017,218,574,1017,1072,518,520,1675,2179,586,612,635,583,621,608,585,541,1659,2600,2522,4010,3529,1926,727,943,3138,1536,461
"G0101290","1980","A","3","6","Alabama","01",,"Washington","129",,,,,,,,,,,,,"07",,,,,,,,"WASHINGTON COUNTY","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0",16821,8248,8573,11280,4726,779,0,0,3,0,2,0,2,1,1,0,0,27,16684,111,2,12,12,330,569,577,326,293,960,1333,367,370,384,388,308,297,260,268,820,1277,1154,1846,1548,669,274,383,1123,537,160,178,290,288,162,165,485,673,181,183,198,185,156,151,130,141,396,615,583,899,760,324,133,183,509,224,56,152,279,289,164,128,475,660,186,187,186,203,152,146,130,127,424,662,571,947,788,345,141,200,614,313,104
"G0101310","1980","A","3","6","Alabama","01",,"Wilcox","131",,,,,,,,,,,,,"06",,,,,,,,"WILCOX COUNTY","0","0","0","1","1","0","1","0","0","0","0","0","1","1","1","0","0","0","0","1","0",14755,6933,7822,4590,10151,3,0,0,1,0,3,0,1,0,2,0,0,4,14394,257,7,29,68,342,557,583,297,306,878,1219,346,349,335,359,320,262,214,219,618,974,788,1158,1207,660,250,369,1302,643,200,178,238,283,142,150,454,639,198,156,176,212,166,119,103,99,288,463,393,529,523,303,108,155,579,226,53,164,319,300,155,156,424,580,148,193,159,147,154,143,111,120,330,511,395,629,684,357,142,214,723,417,147
"G0101330","1980","A","3","6","Alabama","01",,"Winston","133",,,,,,,,,,,,,"05",,,,,,,,"WINSTON COUNTY","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0",21953,10726,11227,21818,69,27,0,0,7,0,3,10,8,0,1,0,0,10,21831,66,3,5,48,343,643,623,309,330,1096,1562,403,436,438,431,376,373,358,349,940,1596,1651,2758,2315,1111,444,540,1651,712,165,168,331,314,166,167,573,833,201,224,228,215,208,178,168,156,498,776,802,1375,1089,549,188,257,727,286,49,175,312,309,143,163,523,729,202,212,210,216,168,195,190,193,442,820,849,1383,1226,562,256,283,924,426,116
"G0200100","1980","S","4","9","Alaska","02",,"Aleutian Islands","010",,,,,,,,,,,,,"01",,,,,,,,"ALEUTIAN ISLANDS CENSUS AREA","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",7768,4878,2890,4775,329,92,27,1815,32,27,354,33,3,85,25,20,1,150,7471,136,29,4,128,132,269,227,127,122,296,368,89,100,83,111,214,346,349,327,864,1197,926,865,424,144,30,51,86,19,2,69,136,127,70,64,160,185,46,53,41,60,165,257,228,224,565,759,617,587,265,97,18,30,43,11,1,63,133,100,57,58,136,183,43,47,42,51,49,89,121,103,299,438,309,278,159,47,12,21,43,8,1
"G0200200","1980","B","4","9","Alaska","02","0380","Anchorage","020",,,,,,,,,,,,,"01",,,,,,,,"ANCHORAGE BOROUGH","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",174431,90467,83964,148650,9258,3565,3856,1532,1053,328,966,1051,144,131,242,65,63,3527,169209,2457,604,103,2058,3701,6655,6066,2909,2749,9165,11416,2854,3057,3097,3191,2950,3281,3763,3843,12761,21714,19187,24728,15399,5355,1446,1624,2623,741,156,1858,3423,3123,1527,1367,4678,5872,1550,1555,1648,1714,1483,1736,2036,2047,6500,11115,9995,13074,8247,2746,760,863,1195,316,39,1843,3232,2943,1382,1382,4487,5544,1304,1502,1449,1477,1467,1545,1727,1796,6261,10599,9192,11654,7152,2609,686,761,1428,425,117
"G0200500","1980","S","4","9","Alaska","02",,"Bethel","050",,,,,,,,,,,,,"01",,,,,,,,"BETHEL CENSUS AREA","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0",10999,5813,5186,1661,26,272,8944,31,6,4,12,2,0,0,0,0,6,35,10938,31,7,0,23,281,523,474,231,231,681,1007,260,293,291,289,236,218,233,253,686,1098,825,1142,780,283,95,158,314,102,15,140,275,237,133,111,344,502,138,154,147,145,123,105,114,153,360,595,454,619,424,169,56,80,173,55,7,141,248,237,98,120,337,505,122,139,144,144,113,113,119,100,326,503,371,523,356,114,39,78,141,47,8
"G0200600","1980","A","4","9","Alaska","02",,"Bristol Bay Borough","060",,,,,,,,,,,,,"01",,,,,,,,"BRISTOL BAY BOROUGH","0","0","0","0","1","0","1","1","0","0","0","0","1","0","1","0","0","0","1","1","0",1094,714,380,660,47,11,44,305,0,1,1,0,0,0,1,2,0,22,1064,16,4,0,10,11,20,26,8,14,36,53,18,22,14,18,20,13,32,48,140,167,118,155,95,19,11,11,17,7,1,6,11,16,5,4,18,20,10,8,7,11,9,10,13,44,107,128,87,99,64,13,4,7,9,4,0,5,9,10,3,10,18,33,8,14,7,7,11,3,19,4,33,39,31,56,31,6,7,4,8,3,1
"G0200700","1980","S","4","9","Alaska","02",,"Dillingham","070",,,,,,,,,,,,,"01",,,,,,,,"DILLINGHAM CENSUS AREA","0","0","1","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0",4616,2435,2181,1066,1,267,2028,1225,1,1,3,0,0,0,1,0,1,22,4593,4,3,0,16,90,196,164,87,85,248,392,131,129,117,141,101,112,87,94,313,482,364,516,362,140,43,53,116,38,15,46,100,87,43,37,131,206,68,70,57,72,49,60,45,50,158,258,195,282,194,74,22,24,68,26,13,44,96,77,44,48,117,186,63,59,60,69,52,52,42,44,155,224,169,234,168,66,21,29,48,12,2
"G0200900","1980","A","4","9","Alaska","02",,"Fairbanks North Star","090",,,,,,,,,,,,,"01",,,,,,,,"FAIRBANKS NORTH STAR BOROUGH","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",53983,29035,24948,46106,3006,1839,1073,75,196,80,87,246,56,60,59,19,13,1068,52437,844,181,31,490,1219,2225,2007,941,908,2795,3333,779,803,866,852,932,1209,1364,1483,4203,7092,6040,7099,4082,1486,432,557,914,277,85,621,1128,1006,522,470,1415,1727,401,433,467,439,512,684,813,851,2291,3737,3329,3946,2234,817,237,304,480,140,31,598,1097,1001,419,438,1380,1606,378,370,399,413,420,525,551,632,1912,3355,2711,3153,1848,669,195,253,434,137,54
